Set,CardId,Name,Rarity,Type,Tag,Verse,Value,AbilityText,VerseText,AbilityType
Bas,114,Call to Follow,Common,Event,,Mark 1:16-18,7,,"“As Jesus was walking beside the Sea of Galilee, He saw Simon and his brother Andrew. They were casting a net into the sea, for they were fishermen. ‘Come, follow Me,’ Jesus said, ‘and I will make you fishers of men.’ And at once they left their nets and followed Him.”",Cost
Bas,115,The Call of Abram,Common,Event,,Genesis 12:1,,You may use this card to refresh the faith pool (DoveIcon) to match the amount of one of your Faithful in play.,"“Then the LORD said to Abram, ‘Leave your country, your kindred, and your father’s household, and go to the land I will show you.’”",Refresh
Bas,116,God’s Covenant,Uncommon,Event,,Genesis 9:15-16,,You may use this card to refresh the faith pool (DoveIcon) to match the amount of one of your Faithful in play.,"“…and I will remember my covenant, which is between me and you and every living creature of all flesh; and the waters shall no more become a flood to destroy all flesh. And the bow shall be in the cloud; and I will look upon it, that I may remember the everlasting covenant between God and every living creature of all flesh that is upon the earth.”",Refresh
Bas,117,Waves of Death,Common,Event,,2 Samuel 22:5-6,,Draw an additional location card and add it to the faith timeline.,“For the waves of death engulfed me; the torrents of chaos overwhelmed me. The cords of Sheol entangled me; the snares of death confronted me.”,Draw Location
Bas,118,Elijah Flees,Common,Event,,1 Kings 19:3-4,5,,"“And Elijah was afraid and ran for his life. When he came to Beersheba in Judah, he left his servant there, while he himself traveled on a day’s journey into the wilderness. He sat down under a broom tree and prayed that he might die. ‘I have had enough, LORD,’ he said. ‘Take my life, for I am no better than my fathers.’”",Cost
Bas,119,Gideon’s Fleece,Common,Event,,Judges 6:39-40,,You may use this card to refresh the faith pool (DoveIcon) to match the amount of one of your Faithful in play.,"“Then Gideon said to God, ‘Do not be angry with me; let me speak one more time. Please allow me one more test with the fleece. This time let it be dry, and the ground covered with dew.’ And that night God did so. Only the fleece was dry, and dew covered the ground.”",Refresh
Bas,120,Plague of Locusts,Common,Event,,Exodus 10:12,5,,"“Then the LORD said to Moses, ‘Stretch out your hand over the land of Egypt, so that the locusts may swarm over it and devour every plant in the land—everything that the hail has left behind.’”",Cost
Bas,121,Oppression in Egypt,Common,Event,,Exodus 1:13-14,7,,"“They worked the Israelites ruthlessly and made their lives bitter with hard labor in brick and mortar, and with all kinds of work in the fields. Every service they imposed was harsh.”",Cost
Bas,122,Repentance,Common,Event,,Psalm 51:10,,You may use this card to refresh the faith pool (DoveIcon) to match the amount of one of your Faithful in play.,"“Create in me a clean heart, O God, and renew a right spirit within me.”",Refresh
Bas,123,Fishes and Loaves,Uncommon,Event,,Mark 6:41-43,,Search the encounter deck for any card and remove it by placing in your hand or discarding,"“Taking the five loaves and the two fish and looking up to heaven, Jesus spoke a blessing and broke the loaves. Then He gave them to His disciples to set before the people. And He divided the two fish among them all. They all ate and were satisfied, and the disciples picked up twelve basketfuls of broken pieces of bread and fish.”",Search
Bas,124,Cords of Sheol,Common,Event,,Psalm 18:4-5,,Draw an additional location card and add it to the faith timeline.,“The cords of death encompassed me; the torrents of chaos overwhelmed me. The cords of Sheol entangled me; the snares of death confronted me.”,Draw Location
Bas,125,Pentecost,Rare,Event,,Acts 2:1-3,,You may use this card to refresh the faith pool (DoveIcon) to match the amount of one of your Faithful in play.,"“When the day of Pentecost came, they were all together in one place. Suddenly a sound like a mighty rushing wind came from heaven and filled the whole house where they were sitting. They saw tongues like flames of fire that separated and came to rest on each of them.”",Refresh
Bas,126,By Grace,Uncommon,Event,,Ephesians 2:8-9,,Search the encounter deck for any card and remove it by placing in your hand or discarding,"“For it is by grace you have been saved through faith, and this not from yourselves; it is the gift of God, not by works, so that no one can boast.”",Search
Bas,127,God So Loved,Common,Event,,John 3:16-17,,You may use this card to refresh the faith pool (DoveIcon) to match the amount of one of your Faithful in play.,"“For God so loved the world, that he gave his one and only Son, that whoever believes in him should not perish, but have eternal life. For God didn’t send his Son into the world to judge the world, but that the world should be saved through him.”",Refresh
Bas,128,Riot at Ephesus,Common,Event,,Acts 19:28-29,6,,"“When they heard this they were filled with anger, and cried out, saying, ‘Great is Artemis of the Ephesians!’ The whole city was filled with confusion, and they rushed with one accord into the theater, having seized Gaius and Aristarchus, men of Macedonia, Paul’s companions in travel.”",Cost
Bas,129,The Wedding at Cana,Uncommon,Event,,John 2:11,,You may use this card to refresh the faith pool (DoveIcon) to match the amount of one of your Faithful in play.,"“The third day, there was a wedding in Cana of Galilee. Jesus’ mother was there. Jesus also was invited, with his disciples, to the wedding. When the wine ran out, Jesus’ mother said to him, ‘They have no wine.’”",Refresh
Bas,130,Creation,Rare,Event,,Genesis 1:9-10,,You may use this card to refresh the faith pool (DoveIcon) to match the amount of one of your Faithful in play.,"“God said, ‘Let the waters under the sky be gathered together to one place, and let the dry land appear;’ and it was so. God called the dry land ‘earth’, and the gathering together of the waters he called ‘seas’. God saw that it was good.”",Refresh
Bas,131,Flight of Moses,Common,Event,,Exodus 2:15,5,,"“Now when Pharaoh heard this thing, he sought to kill Moses. But Moses fled from the face of Pharaoh, and lived in the land of Midian, and he sat down by a well.”",Cost
Bas,132,In The Beginning…,Common,Event,,Genesis 1:1,,You may use this card to refresh the faith pool (DoveIcon) to match the amount of one of your Faithful in play.,"“In the beginning, God created the heavens and the earth.”",Refresh
Bas,133,Jeroboam’s Idols,Common,Event,,1 Kings 12:28,8,,"“After seeking advice, the king made two golden calves and said to the people, ‘Going up to Jerusalem is too much for you. Here, O Israel, are your gods, who brought you up out of the land of Egypt.’”",Cost
Bas,134,Fallen Angels,Rare,Event,,Isaiah 14:12,,Draw an additional location card and add it to the faith timeline.,"“How you have fallen from heaven, O day star, son of the dawn! You have been cut down to the ground, O destroyer of nations.”",Draw Location
Bas,135,The God Who Sees,Common,Event,,Genesis 16:13,,You may use this card to refresh the faith pool (DoveIcon) to match the amount of one of your Faithful in play.,"“So Hagar gave this name to the LORD who had spoken to her: ‘You are the God who sees me,’ for she said, ‘Here I have seen the One who sees me!’”",Refresh
Bas,136,The Lord Will Provide,Common,Event,,Genesis 22:14,,You may use this card to refresh the faith pool (DoveIcon) to match the amount of one of your Faithful in play.,"“Then Abraham looked up and saw behind him a ram in a thicket, caught by its horns. So he went and took the ram and offered it as a burnt offering in place of his son. And Abraham called that place The LORD Will Provide. So to this day it is said, ‘On the mountain of the LORD it will be provided.’”",Refresh
Bas,137,The Word of God,Rare,Event,,Hebrews 4:12,,You may use this card to refresh the faith pool (DoveIcon) to match the amount of one of your Faithful in play.,"“For the word of God is living and active, and sharper than any two-edged sword, piercing even to the dividing of soul and spirit, of both joints and marrow, and is able to discern the thoughts and intentions of the heart.”",Refresh
Bas,138,Spies,Uncommon,Event,,Numbers 13:1-2,,Search the encounter deck for any card and remove it by placing in your hand or discarding,"“And the LORD said to Moses, ‘Send out for yourself men to spy out the land of Canaan, which I am giving to the Israelites. From each of their fathers’ tribes send one man who is a leader among them.’”",Search
Bas,139,Rebellion,Common,Event,,Numbers 14:2,,Draw an additional location card and add it to the faith timeline.,"“All the Israelites grumbled against Moses and Aaron, and the whole congregation said to them, ‘If only we had died in the land of Egypt, or if only we had died in this wilderness!’”",Draw Location
Bas,140,The Golden Calf,Rare,Event,,Exodus 32:4,7,,"“He took the gold from their hands, and with an engraving tool he fashioned it into a molten calf. And they said, ‘These, O Israel, are your gods, who brought you up out of the land of Egypt!’”",Cost
Bas,141,The Garden of Eden,Common,Location,Leaf,Genesis 2:8,3,,"“And the LORD God planted a garden in Eden, in the east, where He placed the man He had formed.”",
Bas,142,The Garden of Eden,Uncommon,Location,Leaf,Genesis 2:10,6,,"“Now a river flowed out of Eden to water the garden, and from there it branched into four headwaters:”",
Bas,143,Tower of Babel,Uncommon,Location,Mountain,Genesis 11:9,9,,"“That is why it is called Babel, for there the LORD confused the language of the whole world, and from that place the LORD scattered them over the face of all the earth.”",
Bas,144,Egypt,Common,Location,Mountain,Isaiah 31:1,12,,"“Woe to those who go down to Egypt for help, who rely on horses, who trust in their abundance of chariots and in their multitude of horsemen. They do not look to the Holy One of Israel; they do not seek the LORD.”",
Bas,145,Susa the Citadel,Common,Location,Mountain,Esther 1:5,12,,"“At the end of this time, in the garden court of the royal palace, the king held a seven-day feast for all the people in the citadel of Susa, from the least to the greatest.”",
Bas,146,Gath,Common,Location,Mountain,1 Samuel 17:23,7,,"“And as he was speaking with them, suddenly the champion named Goliath, the Philistine from Gath, came forward from the Philistines and shouted his usual words, which David also heard.”",
Bas,147,Mount Sinai,Rare,Location,Mountain,Exodus 19:18,21,,"“Mount Sinai was completely enveloped in smoke, because the LORD had descended on it in fire. And the smoke rose like the smoke of a furnace, and the whole mountain quaked violently.”",
Bas,148,Naboth’s Vineyard,Common,Location,Leaf,1 Kings 21:2,6,,"“So Ahab said to Naboth, ‘Give me your vineyard to use as a vegetable garden, since it is next to my palace. I will give you a better vineyard in its place—or if you prefer, I will give you its value in silver.’”",
Bas,149,Jericho,Common,Location,Mountain,Joshua 6:1,11,,“Now Jericho was tightly shut up because of the Israelites. No one went out and no one came in.”,
Bas,150,The Ark,Uncommon,Location,Wave,Genesis 7:6-7,15,,"“Now Noah was 600 years old when the floodwaters came upon the earth. And Noah and his wife, with his sons and their wives, entered the ark to escape the waters of the flood.”",
Bas,151,The Jordan River,Common,Location,Leaf,Genesis 13:10,9,,"“And Lot looked out and saw that the whole plain of the Jordan, all the way to Zoar, was well watered like the garden of the LORD, like the land of Egypt. (This was before the LORD destroyed Sodom and Gomorrah.)”",
Bas,152,Egypt,Common,Location,Mountain,Genesis 13:10,7,,“So Abram went up out of Egypt into the Negev—he and his wife and all his possessions—and Lot was with him.”,
Bas,153,The Red Sea,Uncommon,Location,Sea,Exodus 13:18,9,,“So God led the people around by the way of the wilderness toward the Red Sea. And the Israelites left the land of Egypt arrayed for battle.”,
Bas,154,Potiphar’s House,Uncommon,Location,Mountain,Genesis 39:2-3,10,,"“And the LORD was with Joseph, and he became a successful man, serving in the household of his Egyptian master. When his master saw that the LORD was with him and made him prosper in all he did,”",
Bas,155,Nineveh,Uncommon,Location,Moutain,Jonah 3:3,9,,"“This time Jonah got up and went to Nineveh, in accordance with the word of the LORD. Now Nineveh was an exceedingly great city, requiring a three-day journey.”",
Bas,156,Hebron,Common,Location,Leaf,Numbers 13:22,7,,"“They went up through the Negev and came to Hebron, where Ahiman, Sheshai, and Talmai, the descendants of Anak, dwelled. It had been built seven years before Zoan in Egypt.”",
Bas,157,Mount Tabor,Common,Location,Moutain,Judges 4:6,9,,"“She summoned Barak son of Abinoam from Kedesh in Naphtali and said to him, ‘Surely the LORD, the God of Israel, is commanding you: “Go and march to Mount Tabor, taking with you ten thousand men of Naphtali and Zebulun.”’”",
Bas,158,Moab,Common,Location,Moutain,Numbers 22:1,7,,"“Then the Israelites traveled on and camped in the plains of Moab near the Jordan, across from Jericho.”",
Bas,159,Canaan,Uncommon,Location,Leaf,Genesis 10:19,10,,"“and the borders of Canaan extended from Sidon toward Gerar as far as Gaza, and then toward Sodom, Gomorrah, Admah, and Zeboiim, as far as Lasha.”",
Bas,160,Shechem,Common,Location,Leaf,Genesis 33:18,7,,"“After Jacob had come from Paddan–aram, he arrived safely at the city of Shechem in the land of Canaan, and he camped just outside the city.”",
Bas,161,Sycamore Tree,Rare,Location,Leaf,Luke 19:3-4,11,,"“He was trying to see who Jesus was, but could not see over the crowd because he was small in stature. So he ran on ahead and climbed a sycamore tree to see Him, since Jesus was about to pass that way.”",
Bas,162,Gethsemane,Rare,Location,Leaf,Matthew 26:36-37,19,,"“At that time Jesus went with His disciples to a place called Gethsemane, and He told them, “Sit here while I go over there and pray.” He took with Him Peter and the two sons of Zebedee and began to be sorrowful and deeply distressed.”",
Bas,163,Oaks of Mamre,Rare,Location,Leaf,Genesis 13:18,11,,"“So Abram moved his tent and went to live near the Oaks of Mamre at Hebron, where he built an altar to the LORD.”",
Bas,164,Nazareth,Common,Location,Leaf,John 1:45,15,,"“Philip found Nathanael and told him, “We have found the One Moses wrote about in the Law, the One the prophets foretold—Jesus of Nazareth, the son of Joseph.””",
Bas,165,Sea of Galilee,Uncommon,Location,Wave,Matthew 4:18,10,,"“As Jesus was walking beside the Sea of Galilee, He saw two brothers, Simon called Peter and his brother Andrew. They were casting a net into the sea, for they were fishermen.”",
Bas,166,Camel,Common,Support|Animal,,Genesis 24:10,,Play this card on any MountainIcon location. No Faithless cards may be placed and are discarded instead.,“Then the servant took ten of his master’s camels and departed with all manner of good things from his master in hand. And he set out for Nahor’s hometown in Aram-naharaim.”,
Bas,167,Peacock,Rare,Support|Animal,,1 Kings 10:22,,Exchange one Faithless in play with any Faithless from the discard pile. Reset their Faith tokens.,"“For the king had the ships of Tarshish at sea with Hiram’s fleet, and once every three years the ships of Tarshish would arrive bearing gold, silver, ivory, apes, and peacocks.”",
Bas,168,Ostrich,Common,Support|Animal,,Lamentations 4:3,,Play this card on any Faithless to cut their cost in half. Discard when that Faithless is no longer in play.,"“Even jackals offer their breasts to nurse their young, but the daughter of my people has become cruel, like an ostrich in the wilderness.”",
Bas,169,Sparrow,Common,Support|Animal,,Matthew 10:31,,Play this card on any LeafIcon location. No Faithless cards may be placed and are discarded instead.,“And even the very hairs of your head are all numbered. So do not be afraid; you are worth more than many sparrows.”,
Bas,170,Dove,Common,Support|Animal,,Genesis 8:9-10,,Exchange one Faithless in play with any Faithless from the discard pile. Reset their Faith tokens.,"“But the dove found no place to rest her foot, and she returned to him in the ark, because the waters were still covering the surface of all the earth. So he reached out his hand and brought her back inside the ark. Noah waited seven more days and again sent out the dove from the ark.” – Genesis 8:9–10",
Bas,171,Leviathan,Rare,Support|Animal,,Job 41:1-3,,Play this card on any WaveIcon location. No Faithless cards may be placed and are discarded instead.,““Can you pull in Leviathan with a hook or tie down his tongue with a rope? Can you put a cord through his nose or pierce his jaw with a hook? Will he beg you for mercy or speak to you softly?” – Job 41:1–3,
Bas,172,Quail,Uncommon,Support|Animal,,Numbers 11:31,,Play this card on any MountainIcon location. No Faithless cards may be placed and are discarded instead.,"“Now a wind sent by the LORD came up, drove in quail from the sea, and brought them near the camp, about two cubits above the surface of the ground, for a day’s journey in every direction around the camp.” – Numbers 11:31",
Bas,173,Manna,Common,Support|Animal,,Exodus 16:15,,"Play this card on any MountainIcon location. On your turn, when a card with a cost is revealed in this location, refresh the faith pool of one of your Faithful equal to that card’s cost (not exceeding that Faithful’s max).","“When the Israelites saw it, they asked one another, ‘What is it?’ For they did not know what it was. So Moses told them, ‘It is the bread that the LORD has given you to eat.’” – Exodus 16:15",
Bas,174,Palm Branch,Uncommon,Support|Animal,,John 12:13,,"Play this card on any LeafIcon location. On your turn, when a card with a cost is revealed in this location, refresh the faith pool of one of your Faithful equal to that card’s cost (not exceeding that Faithful’s max).","“They took palm branches and went out to meet Him, shouting: ‘Hosanna!’ ‘Blessed is He who comes in the name of the Lord!’ ‘Blessed is the King of Israel!’” – John 12:13",
Bas,175,Sling and Stones,Rare,Support|Animal,,1 Samuel 17:40,,Play this card on any Faithless to instantly remove them from play. End your turn.,"“And David took his staff in his hand, selected five smooth stones from the brook, and put them in the pouch of his shepherd’s bag. And with his sling in hand, he approached the Philistine.” – 1 Samuel 17:40",
Bas,176,Fishing Nets,Uncommon,Support|Animal,,Luke 5:4,,"Play this card on any WaveIcon location. On your turn, when a card with a cost is revealed in this location, refresh the faith pool of one of your Faithful equal to that card’s cost (not exceeding that Faithful’s max).","“When Jesus had finished speaking, He said to Simon, ‘Put out into deep water and let down your nets for a catch.’” – Luke 5:4",
Bas,177,Ship of Tarshish,Uncommon,Support|Animal,,Isaiah 60:9,,Play this card on any WaveIcon location. No Faithless cards may be placed and are discarded instead.,"“Surely the islands will wait for Me, with the ships of Tarshish in the lead, to bring your children from afar, with their silver and gold, to the honor of the LORD your God, the Holy One of Israel, for He has glorified you.” – Isaiah 60:9",
Bas,178,Scroll,Common,Support|Animal,,Ezra 6:1-2a,,Play this card on any LeafIcon location. No Faithless cards may be placed and are discarded instead.,"“Thus King Darius ordered a search of the archives stored in the treasury of Babylon. And a scroll was found in the fortress of Ecbatana, in the province of Media, with the following written on it:” – Ezra 6:1–2a",
Bas,179,Pharaoh’s Ring,Common,Support|Animal,,Genesis 41:42,,Play this card on any Faithless to cut their cost in half. Discard when that Faithless is no longer in play.,"“Then Pharaoh removed the signet ring from his finger, put it on Joseph’s finger, clothed him in garments of fine linen, and placed a gold chain around his neck.” – Genesis 41:42",
Bas,180,Aaron’s Staff,Rare,Support|Animal,,Numbers 17:8,,"Play this card on any Faithful. At the start of your turn, you may search your Faithful deck for a card instead of drawing. Then, shuffle the deck.","“The next day Moses entered the Tent of the Testimony and saw that Aaron’s staff, representing the house of Levi, had sprouted, put forth buds, blossomed, and produced almonds.” – Numbers 17:8",
Bas,181,Cords of Sheol,,Shadow,Skull,Psalm 18:5,,Every Neutral in play or revealed takes the form of Faithless. They gain the SnakeIcon equal to that location. Shadow effect ends when any location is cleared.,“The cords of Sheol entangled me; the snares of death confronted me.”,
Bas,182,Plague of Locusts,,Shadow,Skull,Exodus 10:12,,For each Location with a Support card in play or revealed add +5 SnakeIcon to that location. Shadow effect ends when 3 Events are cleared.,“Then the LORD said to Moses~ “Stretch out your hand over the land of Egypt~ so that the locusts may swarm over it and devour every plant in the land—everything that the hail has left behind.””,
Bas,183,Fallen Angel,,Shadow,Skull,Jude 1:6,,While this Shadow effect is in play~ all Faithful must pay 1 Faith token to engage the Faith timeline. Shadow effect ends when 2 locations are cleared.,“And the angels who did not stay within their own domain but abandoned their proper dwelling—these He has kept in eternal chains under darkness~ bound for judgment on that great day.”,
Bas,184,Wickedness,,Shadow,Skull,Genesis 6:5,,While this Shadow effect is in play~ all Faithful cards are refreshed at half their total. Shadow effect ends when 2 locations are cleared.,“Then the LORD saw that the wickedness of man was great upon the earth~ and that every inclination of the thoughts of his heart was altogether evil all the time.”,
Bas,185,Deception,,Shadow,Skull,Genesis 3:1,,While this Shadow effect is in play~ the limit for each active location before overflow is reduced by 1. Shadow effect ends when 5 Faithless are cleared.,“Now the serpent was more crafty than any beast of the field that the LORD God had made. And he said to the woman~ “Did God really say~ ‘You must not eat from any tree in the garden?’””,
Bas,186,Doubt,,Shadow,Skull,Matthew 14:29-30,,The total Faith of each Faithful in play is reduced by 1 every round. Any Faithful that reaches 0 is discarded. Shadow effect ends when any location is cleared.,“Then Peter got down out of the boat~ walked on the water~ and came toward Jesus. But when he saw the strength of the wind~ he was afraid~ and beginning to sink~ cried out~ “Lord~ save me!””,
Bas,187,Rebellion,,Trap,Skull,Numbers 16:1-2,,Trap: When revealed~ any Faithful with an even number faith amount are turned faced down and removed from play until the current location is cleared.,“Now Korah son of Izhar~ the son of Kohath son of Levi~ along with some Reubenites—Dathan and Abiram~ sons of Eliab~ and On son of Peleth—conducted a rebellion against Moses~ along with 250 men of Israel renowned as leaders of the congregation and representatives in the assembly.”,
Bas,188,Wall of Thorns,,Trap,Skull,Hosea 2:6,,Trap: Add Faithless to any location with none revealed. Every Faithless added in this way get x2 SnakeIcon.,“Therefore~ behold~ I will hedge up her path with thorns; I will enclose her with a wall~ so she cannot find her way.”,
Bas,189,A Great Fish,,Trap,Skull,Jonah 1:17,,Trap: If Jonah is in play~ discard this card. Any Faithful with no Faith tokens are placed beneath A Great Fish for 3 turns. Return to play after 3 turns.,“Now the LORD had appointed a great fish to swallow Jonah~ and Jonah spent three days and three nights in the belly of the fish.”,
Bas,190,Deceit,,Trap,Skull,Psalm 50:19,,Trap: Shuffle the Faithful deck into the encounter deck. When you would draw a new Faithful~ you must draw from the encounter deck. If any other card is revealed~ add it to the first active location or add to your hand.,“You unleash your mouth for evil and unharness your tongue for deceit.”,
Bas,191,Curse,,Trap,Skull,Numbers 22:5b-6,,Trap: This card goes into effect upon the next player’s turn~ The next revealed Faithful is discarded instead of added to that player’s hand.,,
Bas,192,Famine,,Trap,Skull,Genesis 47:13,,Trap: Upon reveal~ move the Faithful in play with the greatest Faith to the discard pile.,,
Bas,193,Tower of Babel,,Location,Skull,Genesis 11:4,23,“Come~” they said~ “let us build for ourselves a city with a tower that reaches to the heavens~ that we may make a name for ourselves and not be scattered over the face of all the earth.””,,
Bas,194,Egypt,,Location,Skull,Exodus 12:30,19,“During the night Pharaoh got up—he and all his officials and all the Egyptians—and there was loud wailing in Egypt; for there was no house without someone dead.””,,
Bas,195,Gath,,Location,Skull,1 Kings 2:40,17,“So Shimei saddled his donkey and set out to Achish at Gath in search of his slaves~ and he brought them back from Gath.””,,
Bas,196,Nineveh,,Location,Skull,Nahum 3:7,19,“Then all who see you will recoil from you and say~ ‘Nineveh is devastated; who will grieve for her?’ Where can I find comforters for you?””,,
Bas,197,Gethsemane,,Location,Skull,Matthew 26:36,30,“At that time Jesus went with His disciples to a place called Gethsemane~ and He told them~ “Sit here while I go over there and pray.”””,,
Bas,198,Babylon,,Location,Skull,Revelation 18:2,35,“And he cried out in a mighty voice: “Fallen~ fallen is Babylon the great! She has become a lair for demons and a haunt for every unclean spirit~ every unclean bird~ and every detestable beast.”””,,
Adv,1,Shepherd,Common,Faithful,,Luke 2:8-9,4,,“And there were shepherds residing in the fields nearby~ keeping watch over their flocks by night~ Just then an angel of the Lord stood before them~ and the glory of the Lord shone around them~ and they were terrified.””,
Adv,2,Magi,Common,Faithful,,Matthew 2:1-2,5,,“After Jesus was born in Bethlehem in Judea~ during the time of King Herod~ Magi from the east arrived in Jerusalem~ asking~ “Where is the One who has been born King of the Jews? We saw His star in the east and have come to worship Him.””,
Adv,3,Magi,Uncommon,Faithful,Seeking,Matthew 2:10-11,7,Bonus (Seeking): Once~ if King Herod is in play or has been discarded~ you may exchange one active location for any location from the location deck~ Then~ shuffle the deck.,“When they saw the star~ they rejoiced with great delight~ On coming to the house~ they saw the Child with His mother Mary~ and they fell down and worshiped Him~ Then they opened their treasures and presented Him with gifts of gold and frankincense and myrrh.””,
Adv,4,Mary,Uncommon,Faithful,Favor,Luke 2:4-5,8,Bonus (Favor): At the start of your turn~ you may discard a card from your hand in order to refresh the Faith pool of one of your Faithful in play.,“So Joseph also went up from Nazareth in Galilee to Judea~ to the city of David called Bethlehem~ since he was from the house and line of David~ He went there to register with Mary~ who was pledged to him in marriage and was expecting a child.””,
Adv,5,Joseph,Uncommon,Faithful,Righteousness,Matthew 1:19,11,Bonus (Righteousness): Whenever a card with a cost is revealed on the timeline~ refresh a DoveIcon token for Joseph~ (Not surpassing his total amount),“Because Joseph her husband was a righteous man and was unwilling to disgrace her publicly~ he resolved to divorce her quietly.””,
Adv,6,Gabriel,Rare,Faithful,Messenger of the Lord,Luke 1:26-28,∞,Bonus (Messenger of the Lord): Every time a Faithful is put into play~ refresh the same amount of DoveIcon tokens to Gabriel.,“In the sixth month~ God sent the angel Gabriel to a town in Galilee called Nazareth~ to a virgin pledged in marriage to a man named Joseph~ who was of the house of David~ And the virgin’s name was Mary~ The angel appeared to her and said~ “Greetings~ you who are highly favored! The Lord is with you.””,
Adv,7,Simeon,Rare,Faithful,,Luke 2:25-26,9,Bonus: When Simeon enters play~ you may refresh the faith pool of one of your Faithful in play.,“Now there was a man in Jerusalem named Simeon~ who was righteous and devout~ He was waiting for the consolation of Israel~ and the Holy Spirit was upon him~ The Holy Spirit had revealed to him that he would not see death before he had seen the Lord’s Christ.””,
Adv,8,Anna,Rare,Faithful,Prophetess,Luke 2:36-37,0,Prophetess: Play Anna on any location on the Faith timeline~ Every time an action is taken on this location~ refresh +2 DoveIcon to any Faithful in play.,“There was also a prophetess named Anna~ the daughter of Phanuel~ of the tribe of Asher~ who was well along in years~ She had been married for seven years~ and then was a widow to the age of eighty‑four~ She never left the temple~ but worshiped night and day~ fasting and praying.””,
Adv,9,Herod’s Soldier,Common,Fallen,,Matthew 2:16,5,+3 SnakeIcon for every active Location,“When Herod saw that he had been outwitted by the Magi~ he was filled with rage~ Sending orders~ he put to death all the boys in Bethlehem and its vicinity who were two years old and under~ according to the time he had learned from the Magi.””,
Adv,10,Herod’s Soldier,Common,Fallen,,Matthew 2:16,3,+3 SnakeIcon for every active Location,“When Herod saw that he had been outwitted by the Magi~ he was filled with rage~ Sending orders~ he put to death all the boys in Bethlehem and its vicinity who were two years old and under~ according to the time he had learned from the Magi.””,
Adv,11,Caesar Augustus,Common,Fallen,,Luke 2:1,0,When this card is revealed in a location~ it gains the SnakeIcon equal to active and adjacent locations.,“Now in those days a decree went out from Caesar Augustus that a census should be taken of the whole empire.” – Luke 2:1,
Adv,12,Quirinius,Uncommon,Fallen,,Luke 2:1-2,5,+1 SnakeIcon for every Faithful in play.,“Now in those days a decree went out from Caesar Augustus that a census should be taken of the whole empire. This was the first census to take place while Quirinius was governor of Syria.” – Luke 2:1-2,
Adv,13,Archelaus,Uncommon,Fallen,,Matthew 2:22,11,Bonus: When Archelaus enters play~ remove any Neutral cards from current and adjacent locations.,"“But when he learned that Archelaus was reigning in Judea in place of his father Herod~ he was afraid to go there. And having been warned in a dream~ he withdrew to the district of Galilee,” – Matthew 2:22",
Adv,14,King Herod,Rare,Fallen,,Matthew 2:16,29,Bonus (Rage): This card cannot be cleared while any other card with a cost is on the timeline. For every card with a cost that is cleared~ +3 SnakeIcon tokens.,“When Herod saw that he had been outwitted by the Magi~ he was filled with rage. Sending orders~ he put to death all the boys in Bethlehem and its vicinity who were two years old and under~ according to the time he had learned from the Magi.” – Matthew 2:16,
Adv,15,Word Became Flesh,Common,Event,,John 1:14,,You may use this card to refresh the faith pool (DoveIcon) to match the amount of one of your Faithful in play.,“The Word became flesh and made His dwelling among us. We have seen His glory~ the glory of the one and only Son from the Father~ full of grace and truth.” – John 1:14,Refresh
Adv,16,Good News of Great Joy,Common,Event,,Luke 2:10-12,,You may use this card to refresh the faith pool (DoveIcon) to match the amount of one of your Faithful in play.,“But the angel said to them~ “Do not be afraid! For behold~ I bring you good news of great joy that will be for all the people~ Today in the city of David a Savior has been born to you. He is Christ the Lord! And this will be a sign to you: You will find a baby wrapped in swaddling cloths and lying in a manger.”” – Luke 2:10-12,Refresh
Adv,17,A Decree Went Out,Common,Event,,Luke 2:1-3,,Draw an additional location card and add it to your faith timeline.,“Now in those days a decree went out from Caesar Augustus that a census should be taken of the whole empire. This was the first census to take place while Quirinius was governor of Syria. And everyone went to his own town to register.” – Luke 2:1-3,Draw Location
Adv,18,Star in the East,Common,Event,,Matthew 2:1-2,10,,“After Jesus was born in Bethlehem in Judea~ during the time of King Herod~ Magi from the east arrived in Jerusalem~ asking~ “Where is the One who has been born King of the Jews? We saw His star in the east and have come to worship Him.”” – Matthew 2:1-2,Cost
Adv,19,Bethlehem Ephrathah,Uncommon,Event,,Micah 5:2,,You may use this card to refresh the faith pool (DoveIcon) to match the amount of one of your Faithful in play.,“But you~ Bethlehem Ephrathah~ who are small among the clans of Judah~ out of you will come forth for Me One to be ruler over Israel—One whose origins are of old~ from the days of eternity.” – Micah 5:2,Refresh
Adv,20,Disturbed,Common,Event,,Matthew 2:3-4,13,,“When King Herod heard this~ he was disturbed~ and all Jerusalem with him. And when he had assembled all the chief priests and scribes of the people~ he asked them where the Christ was to be born.” – Matthew 2:3-4,Cost
Adv,21,Furious,Uncommon,Event,,Matthew 2:16,13,,“When Herod saw that he had been outwitted by the Magi,Cost
Adv,22,Flight to Egypt,Common,Event,,Matthew 2:13-14,15,,“When the Magi had gone,Cost
Adv,23,Warned in a Dream,Common,Event,,Matthew 2:12,,Instant: Play this card in response to a Trap card to cancel the effects of the Trap. Discard both cards. Then,end player’s turn.,Instant
Adv,24,Immanuel,Uncommon,Event,,Isaiah 7:14,,You may use this card to refresh the faith pool (DoveIcon) to match the amount of one of your Faithful in play.,“Therefore the Lord Himself will give you a sign: Behold,Refresh
